Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Cystophora,cristata,68.75,6.75,1600:486:4,0.84
Cystophora,cristata,68.25,7.25,1600:487:1,0.99
Cystophora,cristata,68.25,7.75,1600:487:2,0.94
Cystophora,cristata,68.75,7.25,1600:487:3,0.84
Cystophora,cristata,68.75,7.75,1600:487:4,0.85
Cystophora,cristata,68.25,8.25,1600:488:1,0.91
Cystophora,cristata,68.25,8.75,1600:488:2,0.92
Cystophora,cristata,68.75,8.25,1600:488:3,0.85
Cystophora,cristata,68.75,8.75,1600:488:4,0.85
Cystophora,cristata,68.25,9.25,1600:489:1,0.94
Cystophora,cristata,68.25,9.75,1600:489:2,1
Cystophora,cristata,68.75,9.25,1600:489:3,0.84
Cystophora,cristata,68.75,9.75,1600:489:4,0.85
Cystophora,cristata,69.25,5.75,1600:495:2,0.8
Cystophora,cristata,69.75,5.75,1600:495:4,0.8
Cystophora,cristata,69.25,6.25,1600:496:1,0.8
Cystophora,cristata,69.25,6.75,1600:496:2,0.8
Cystophora,cristata,69.75,6.25,1600:496:3,0.8
Cystophora,cristata,69.75,6.75,1600:496:4,0.8
Cystophora,cristata,69.25,7.25,1600:497:1,0.81
Cystophora,cristata,69.25,7.75,1600:497:2,0.82
Cystophora,cristata,69.75,7.25,1600:497:3,0.81
Cystophora,cristata,69.75,7.75,1600:497:4,0.81
Cystophora,cristata,69.25,8.25,1600:498:1,0.82
Cystophora,cristata,69.25,8.75,1600:498:2,0.83
Cystophora,cristata,69.75,8.25,1600:498:3,0.83
Cystophora,cristata,69.75,8.75,1600:498:4,0.84
Cystophora,cristata,69.25,9.25,1600:499:1,0.83
Cystophora,cristata,69.25,9.75,1600:499:2,0.84
Cystophora,cristata,69.75,9.25,1600:499:3,0.85
Cystophora,cristata,69.75,9.75,1600:499:4,0.85
Cystophora,cristata,68.25,10.25,1601:380:1,1
Cystophora,cristata,68.75,10.25,1601:380:3,0.86
Cystophora,cristata,68.75,10.75,1601:380:4,0.91
Cystophora,cristata,68.75,11.25,1601:381:3,0.98
Cystophora,cristata,68.75,11.75,1601:381:4,1
Cystophora,cristata,68.75,12.25,1601:382:3,1
Cystophora,cristata,69.25,10.25,1601:390:1,0.84
Cystophora,cristata,69.25,10.75,1601:390:2,0.84
Cystophora,cristata,69.75,10.25,1601:390:3,0.85
Cystophora,cristata,69.75,10.75,1601:390:4,0.85
Cystophora,cristata,69.25,11.25,1601:391:1,0.84
Cystophora,cristata,69.25,11.75,1601:391:2,0.86
Cystophora,cristata,69.75,11.25,1601:391:3,0.85
Cystophora,cristata,69.75,11.75,1601:391:4,0.86
Cystophora,cristata,69.25,12.25,1601:392:1,0.87
Cystophora,cristata,69.25,12.75,1601:392:2,0.89
Cystophora,cristata,69.75,12.25,1601:392:3,0.86
Cystophora,cristata,69.75,12.75,1601:392:4,0.87
Cystophora,cristata,69.25,13.25,1601:393:1,0.92
Cystophora,cristata,69.25,13.75,1601:393:2,1
Cystophora,cristata,69.75,13.25,1601:393:3,0.88
Cystophora,cristata,69.75,13.75,1601:393:4,0.89
Cystophora,cristata,69.25,14.25,1601:394:1,1
Cystophora,cristata,69.75,14.25,1601:394:3,0.91
Cystophora,cristata,69.75,14.75,1601:394:4,0.94
Cystophora,cristata,69.75,15.25,1601:495:3,0.99
Cystophora,cristata,69.75,15.75,1601:495:4,1
Cystophora,cristata,69.75,16.25,1601:496:3,0.99
Cystophora,cristata,70.25,0.25,1700:100:1,0.8
Cystophora,cristata,70.25,0.75,1700:100:2,0.8
Cystophora,cristata,70.75,0.25,1700:100:3,0.83
Cystophora,cristata,70.75,0.75,1700:100:4,0.83
Cystophora,cristata,70.75,1.25,1700:101:3,0.81
Cystophora,cristata,70.75,1.75,1700:101:4,0.81
Cystophora,cristata,70.75,2.25,1700:102:3,0.8
Cystophora,cristata,70.75,2.75,1700:102:4,0.8
Cystophora,cristata,70.75,3.25,1700:103:3,0.8
Cystophora,cristata,70.75,3.75,1700:103:4,0.8
Cystophora,cristata,70.75,4.25,1700:104:3,0.8
Cystophora,cristata,70.75,4.75,1700:104:4,0.8
Cystophora,cristata,71.25,0.25,1700:110:1,0.88
Cystophora,cristata,71.25,0.75,1700:110:2,0.84
Cystophora,cristata,71.75,0.25,1700:110:3,0.94
Cystophora,cristata,71.75,0.75,1700:110:4,0.9
Cystophora,cristata,71.25,1.25,1700:111:1,0.85
Cystophora,cristata,71.25,1.75,1700:111:2,0.85
Cystophora,cristata,71.75,1.25,1700:111:3,0.92
Cystophora,cristata,71.75,1.75,1700:111:4,0.87
Cystophora,cristata,71.25,2.25,1700:112:1,0.82
Cystophora,cristata,71.25,2.75,1700:112:2,0.81
Cystophora,cristata,71.75,2.25,1700:112:3,0.88
Cystophora,cristata,71.75,2.75,1700:112:4,0.87
Cystophora,cristata,71.25,3.25,1700:113:1,0.82
Cystophora,cristata,71.25,3.75,1700:113:2,0.81
Cystophora,cristata,71.75,3.25,1700:113:3,0.85
Cystophora,cristata,71.75,3.75,1700:113:4,0.84
Cystophora,cristata,71.25,4.25,1700:114:1,0.81
Cystophora,cristata,71.25,4.75,1700:114:2,0.82
Cystophora,cristata,71.75,4.25,1700:114:3,0.84
Cystophora,cristata,71.75,4.75,1700:114:4,0.84
Cystophora,cristata,72.25,0.25,1700:120:1,0.96
Cystophora,cristata,72.25,0.75,1700:120:2,0.97
Cystophora,cristata,72.75,0.25,1700:120:3,0.9
Cystophora,cristata,72.75,0.75,1700:120:4,0.92
Cystophora,cristata,72.25,1.25,1700:121:1,0.94
Cystophora,cristata,72.25,1.75,1700:121:2,0.91
Cystophora,cristata,72.75,1.25,1700:121:3,0.93
Cystophora,cristata,72.75,1.75,1700:121:4,0.96
Cystophora,cristata,72.25,2.25,1700:122:1,0.91
Cystophora,cristata,72.25,2.75,1700:122:2,0.94
Cystophora,cristata,72.75,2.25,1700:122:3,0.96
Cystophora,cristata,72.75,2.75,1700:122:4,0.93
Cystophora,cristata,72.25,3.25,1700:123:1,0.93
Cystophora,cristata,72.25,3.75,1700:123:2,0.92
Cystophora,cristata,72.75,3.25,1700:123:3,0.92
Cystophora,cristata,72.75,3.75,1700:123:4,0.93
Cystophora,cristata,72.25,4.25,1700:124:1,0.91
Cystophora,cristata,72.25,4.75,1700:124:2,0.9
Cystophora,cristata,72.75,4.25,1700:124:3,0.92
Cystophora,cristata,72.75,4.75,1700:124:4,0.91
Cystophora,cristata,73.25,0.25,1700:130:1,0.84
Cystophora,cristata,73.25,0.75,1700:130:2,0.84
Cystophora,cristata,73.75,0.25,1700:130:3,0.84
Cystophora,cristata,73.75,0.75,1700:130:4,0.84
Cystophora,cristata,73.25,1.25,1700:131:1,0.85
Cystophora,cristata,73.25,1.75,1700:131:2,0.84
Cystophora,cristata,73.75,1.25,1700:131:3,0.83
Cystophora,cristata,73.75,1.75,1700:131:4,0.81
Cystophora,cristata,73.25,2.25,1700:132:1,0.87
Cystophora,cristata,73.25,2.75,1700:132:2,0.88
Cystophora,cristata,73.75,2.25,1700:132:3,0.81
Cystophora,cristata,73.75,2.75,1700:132:4,0.82
Cystophora,cristata,73.25,3.25,1700:133:1,0.9
Cystophora,cristata,73.25,3.75,1700:133:2,0.91
Cystophora,cristata,73.75,3.25,1700:133:3,0.82
Cystophora,cristata,73.75,3.75,1700:133:4,0.82
Cystophora,cristata,73.25,4.25,1700:134:1,0.93
Cystophora,cristata,73.25,4.75,1700:134:2,0.94
Cystophora,cristata,73.75,4.25,1700:134:3,0.84
Cystophora,cristata,73.75,4.75,1700:134:4,0.85
Cystophora,cristata,74.25,3.25,1700:143:1,0.81
Cystophora,cristata,74.25,3.75,1700:143:2,0.82
Cystophora,cristata,74.75,3.25,1700:143:3,0.8
Cystophora,cristata,74.25,4.25,1700:144:1,0.81
Cystophora,cristata,74.25,4.75,1700:144:2,0.81
Cystophora,cristata,74.75,4.25,1700:144:3,0.81
Cystophora,cristata,70.75,5.25,1700:205:3,0.8
Cystophora,cristata,70.75,5.75,1700:205:4,0.8
Cystophora,cristata,70.25,6.25,1700:206:1,0.8
Cystophora,cristata,70.25,6.75,1700:206:2,0.81
Cystophora,cristata,70.75,6.25,1700:206:3,0.81
Cystophora,cristata,70.75,6.75,1700:206:4,0.82
Cystophora,cristata,70.25,7.25,1700:207:1,0.82
Cystophora,cristata,70.25,7.75,1700:207:2,0.82
Cystophora,cristata,70.75,7.25,1700:207:3,0.83
Cystophora,cristata,70.75,7.75,1700:207:4,0.84
Cystophora,cristata,70.25,8.25,1700:208:1,0.84
Cystophora,cristata,70.25,8.75,1700:208:2,0.85
Cystophora,cristata,70.75,8.25,1700:208:3,0.85
Cystophora,cristata,70.75,8.75,1700:208:4,0.86
Cystophora,cristata,70.25,9.25,1700:209:1,0.86
Cystophora,cristata,70.25,9.75,1700:209:2,0.86
Cystophora,cristata,70.75,9.25,1700:209:3,0.87
Cystophora,cristata,70.75,9.75,1700:209:4,0.88
Cystophora,cristata,71.25,5.25,1700:215:1,0.82
Cystophora,cristata,71.25,5.75,1700:215:2,0.82
Cystophora,cristata,71.75,5.25,1700:215:3,0.84
Cystophora,cristata,71.75,5.75,1700:215:4,0.84
Cystophora,cristata,71.25,6.25,1700:216:1,0.82
Cystophora,cristata,71.25,6.75,1700:216:2,0.83
Cystophora,cristata,71.75,6.25,1700:216:3,0.85
Cystophora,cristata,71.75,6.75,1700:216:4,0.85
Cystophora,cristata,71.25,7.25,1700:217:1,0.84
Cystophora,cristata,71.25,7.75,1700:217:2,0.85
Cystophora,cristata,71.75,7.25,1700:217:3,0.86
Cystophora,cristata,71.75,7.75,1700:217:4,0.87
Cystophora,cristata,71.25,8.25,1700:218:1,0.86
Cystophora,cristata,71.25,8.75,1700:218:2,0.88
Cystophora,cristata,71.75,8.25,1700:218:3,0.88
Cystophora,cristata,71.75,8.75,1700:218:4,0.89
Cystophora,cristata,71.25,9.25,1700:219:1,0.89
Cystophora,cristata,71.25,9.75,1700:219:2,0.9
Cystophora,cristata,71.75,9.25,1700:219:3,0.91
Cystophora,cristata,71.75,9.75,1700:219:4,0.92
Cystophora,cristata,72.25,5.25,1700:225:1,0.88
Cystophora,cristata,72.25,5.75,1700:225:2,0.88
Cystophora,cristata,72.75,5.25,1700:225:3,0.93
Cystophora,cristata,72.75,5.75,1700:225:4,0.94
Cystophora,cristata,72.25,6.25,1700:226:1,0.88
Cystophora,cristata,72.25,6.75,1700:226:2,0.88
Cystophora,cristata,72.75,6.25,1700:226:3,0.93
Cystophora,cristata,72.75,6.75,1700:226:4,0.92
Cystophora,cristata,72.25,7.25,1700:227:1,0.89
Cystophora,cristata,72.25,7.75,1700:227:2,0.9
Cystophora,cristata,72.75,7.25,1700:227:3,0.92
Cystophora,cristata,72.75,7.75,1700:227:4,0.92
Cystophora,cristata,72.25,8.25,1700:228:1,0.91
Cystophora,cristata,72.25,8.75,1700:228:2,0.92
Cystophora,cristata,72.75,8.25,1700:228:3,0.93
Cystophora,cristata,72.75,8.75,1700:228:4,0.94
Cystophora,cristata,72.25,9.25,1700:229:1,0.93
Cystophora,cristata,72.25,9.75,1700:229:2,0.95
Cystophora,cristata,72.75,9.25,1700:229:3,0.95
Cystophora,cristata,72.75,9.75,1700:229:4,0.96
Cystophora,cristata,73.25,5.25,1700:235:1,0.94
Cystophora,cristata,73.25,5.75,1700:235:2,0.91
Cystophora,cristata,73.75,5.25,1700:235:3,0.87
Cystophora,cristata,73.75,5.75,1700:235:4,0.86
Cystophora,cristata,73.25,6.25,1700:236:1,0.92
Cystophora,cristata,73.25,6.75,1700:236:2,0.92
Cystophora,cristata,73.75,6.25,1700:236:3,0.91
Cystophora,cristata,73.75,6.75,1700:236:4,0.93
Cystophora,cristata,73.25,7.25,1700:237:1,0.9
Cystophora,cristata,73.25,7.75,1700:237:2,0.91
Cystophora,cristata,73.75,7.25,1700:237:3,0.97
Cystophora,cristata,73.75,7.75,1700:237:4,0.97
Cystophora,cristata,73.25,8.25,1700:238:1,0.94
Cystophora,cristata,73.25,8.75,1700:238:2,0.93
Cystophora,cristata,73.75,8.25,1700:238:3,0.92
Cystophora,cristata,73.75,8.75,1700:238:4,0.89
Cystophora,cristata,73.25,9.25,1700:239:1,0.95
Cystophora,cristata,73.25,9.75,1700:239:2,0.96
Cystophora,cristata,73.75,9.25,1700:239:3,0.93
Cystophora,cristata,73.75,9.75,1700:239:4,0.95
Cystophora,cristata,74.25,5.25,1700:245:1,0.84
Cystophora,cristata,74.25,5.75,1700:245:2,0.85
Cystophora,cristata,74.75,5.25,1700:245:3,0.84
Cystophora,cristata,74.75,5.75,1700:245:4,0.85
Cystophora,cristata,74.25,6.25,1700:246:1,0.87
Cystophora,cristata,74.25,6.75,1700:246:2,0.9
Cystophora,cristata,74.75,6.25,1700:246:3,0.91
Cystophora,cristata,74.75,6.75,1700:246:4,0.94
Cystophora,cristata,74.25,7.25,1700:247:1,0.99
Cystophora,cristata,74.25,7.75,1700:247:2,0.97
Cystophora,cristata,74.75,7.25,1700:247:3,0.97
Cystophora,cristata,74.75,7.75,1700:247:4,0.93
Cystophora,cristata,74.25,8.25,1700:248:1,0.93
Cystophora,cristata,74.25,8.75,1700:248:2,0.84
Cystophora,cristata,74.75,8.25,1700:248:3,0.85
Cystophora,cristata,74.75,8.75,1700:248:4,0.86
Cystophora,cristata,74.25,9.25,1700:249:1,0.91
Cystophora,cristata,74.25,9.75,1700:249:2,0.93
Cystophora,cristata,74.75,9.25,1700:249:3,0.91
Cystophora,cristata,74.75,9.75,1700:249:4,0.92
Cystophora,cristata,75.25,0.75,1700:350:2,0.83
Cystophora,cristata,75.75,0.25,1700:350:3,0.93
Cystophora,cristata,75.75,0.75,1700:350:4,0.91
Cystophora,cristata,75.25,1.25,1700:351:1,0.89
Cystophora,cristata,75.25,1.75,1700:351:2,0.91
Cystophora,cristata,75.75,1.25,1700:351:3,0.87
Cystophora,cristata,75.75,1.75,1700:351:4,0.85
Cystophora,cristata,75.25,2.25,1700:352:1,0.88
Cystophora,cristata,75.25,2.75,1700:352:2,0.86
Cystophora,cristata,75.75,2.25,1700:352:3,0.84
Cystophora,cristata,75.75,2.75,1700:352:4,0.83
Cystophora,cristata,75.25,3.25,1700:353:1,0.84
Cystophora,cristata,75.25,3.75,1700:353:2,0.81
Cystophora,cristata,75.75,3.25,1700:353:3,0.84
Cystophora,cristata,75.75,3.75,1700:353:4,0.84
Cystophora,cristata,75.25,4.25,1700:354:1,0.84
Cystophora,cristata,75.25,4.75,1700:354:2,0.85
Cystophora,cristata,75.75,4.25,1700:354:3,0.89
Cystophora,cristata,75.75,4.75,1700:354:4,0.91
Cystophora,cristata,76.25,0.25,1700:360:1,0.87
Cystophora,cristata,76.25,0.75,1700:360:2,0.83
Cystophora,cristata,76.75,0.25,1700:360:3,0.8
Cystophora,cristata,76.75,0.75,1700:360:4,0.8
Cystophora,cristata,76.25,1.25,1700:361:1,0.82
Cystophora,cristata,76.25,1.75,1700:361:2,0.82
Cystophora,cristata,76.75,1.25,1700:361:3,0.8
Cystophora,cristata,76.75,1.75,1700:361:4,0.8
Cystophora,cristata,76.25,2.25,1700:362:1,0.81
Cystophora,cristata,76.25,2.75,1700:362:2,0.8
Cystophora,cristata,76.75,2.25,1700:362:3,0.8
Cystophora,cristata,76.75,2.75,1700:362:4,0.8
Cystophora,cristata,76.25,3.25,1700:363:1,0.82
Cystophora,cristata,76.25,3.75,1700:363:2,0.83
Cystophora,cristata,76.75,3.25,1700:363:3,0.81
Cystophora,cristata,76.75,3.75,1700:363:4,0.83
Cystophora,cristata,76.25,4.25,1700:364:1,0.84
Cystophora,cristata,76.25,4.75,1700:364:2,0.86
Cystophora,cristata,76.75,4.25,1700:364:3,0.85
Cystophora,cristata,76.75,4.75,1700:364:4,0.86
Cystophora,cristata,77.25,0.25,1700:370:1,0.8
Cystophora,cristata,77.25,0.75,1700:370:2,0.81
Cystophora,cristata,77.75,0.25,1700:370:3,0.82
Cystophora,cristata,77.75,0.75,1700:370:4,0.81
Cystophora,cristata,77.25,1.25,1700:371:1,0.81
Cystophora,cristata,77.25,1.75,1700:371:2,0.81
Cystophora,cristata,77.75,1.25,1700:371:3,0.82
Cystophora,cristata,77.75,1.75,1700:371:4,0.82
Cystophora,cristata,77.25,2.25,1700:372:1,0.81
Cystophora,cristata,77.25,2.75,1700:372:2,0.81
Cystophora,cristata,77.75,2.25,1700:372:3,0.82
Cystophora,cristata,77.75,2.75,1700:372:4,0.82
Cystophora,cristata,77.25,3.25,1700:373:1,0.86
Cystophora,cristata,77.25,3.75,1700:373:2,0.87
Cystophora,cristata,77.75,3.25,1700:373:3,0.84
Cystophora,cristata,77.75,3.75,1700:373:4,0.83
Cystophora,cristata,77.25,4.25,1700:374:1,0.91
Cystophora,cristata,77.25,4.75,1700:374:2,0.91
Cystophora,cristata,77.75,4.25,1700:374:3,0.85
Cystophora,cristata,77.75,4.75,1700:374:4,0.89
Cystophora,cristata,78.25,0.25,1700:380:1,0.84
Cystophora,cristata,78.25,0.75,1700:380:2,0.89
Cystophora,cristata,78.75,0.25,1700:380:3,0.94
Cystophora,cristata,78.75,0.75,1700:380:4,0.94
Cystophora,cristata,78.25,1.25,1700:381:1,0.95
Cystophora,cristata,78.25,1.75,1700:381:2,0.94
Cystophora,cristata,78.75,1.25,1700:381:3,0.93
Cystophora,cristata,78.75,1.75,1700:381:4,0.92
Cystophora,cristata,78.25,2.25,1700:382:1,0.89
Cystophora,cristata,78.25,2.75,1700:382:2,0.88
Cystophora,cristata,78.75,2.25,1700:382:3,0.92
Cystophora,cristata,78.75,2.75,1700:382:4,0.92
Cystophora,cristata,78.25,3.25,1700:383:1,0.9
Cystophora,cristata,78.25,3.75,1700:383:2,0.94
Cystophora,cristata,78.75,3.25,1700:383:3,0.93
Cystophora,cristata,78.75,3.75,1700:383:4,0.94
Cystophora,cristata,78.25,4.25,1700:384:1,0.95
Cystophora,cristata,78.25,4.75,1700:384:2,0.96
Cystophora,cristata,78.75,4.25,1700:384:3,0.93
Cystophora,cristata,78.75,4.75,1700:384:4,0.93
Cystophora,cristata,79.25,4.25,1700:394:1,0.92
Cystophora,cristata,79.25,4.75,1700:394:2,0.97
Cystophora,cristata,79.75,4.75,1700:394:4,0.8
Cystophora,cristata,75.25,5.25,1700:455:1,0.84
Cystophora,cristata,75.25,5.75,1700:455:2,0.87
Cystophora,cristata,75.75,5.25,1700:455:3,0.89
Cystophora,cristata,75.75,5.75,1700:455:4,0.9
Cystophora,cristata,75.25,6.25,1700:456:1,0.91
Cystophora,cristata,75.25,6.75,1700:456:2,0.94
Cystophora,cristata,75.75,6.25,1700:456:3,0.95
Cystophora,cristata,75.75,6.75,1700:456:4,0.92
Cystophora,cristata,75.25,7.25,1700:457:1,0.92
Cystophora,cristata,75.25,7.75,1700:457:2,0.84
Cystophora,cristata,75.75,7.25,1700:457:3,0.83
Cystophora,cristata,75.75,7.75,1700:457:4,0.9
Cystophora,cristata,75.25,8.25,1700:458:1,0.87
Cystophora,cristata,75.25,8.75,1700:458:2,0.91
Cystophora,cristata,75.75,8.25,1700:458:3,0.97
Cystophora,cristata,75.75,8.75,1700:458:4,0.94
Cystophora,cristata,75.25,9.25,1700:459:1,0.92
Cystophora,cristata,75.25,9.75,1700:459:2,0.92
Cystophora,cristata,75.75,9.25,1700:459:3,0.94
Cystophora,cristata,75.75,9.75,1700:459:4,0.94
Cystophora,cristata,76.25,5.25,1700:465:1,0.92
Cystophora,cristata,76.25,5.75,1700:465:2,0.93
Cystophora,cristata,76.75,5.25,1700:465:3,0.9
Cystophora,cristata,76.75,5.75,1700:465:4,0.94
Cystophora,cristata,76.25,6.25,1700:466:1,0.97
Cystophora,cristata,76.25,6.75,1700:466:2,0.91
Cystophora,cristata,76.75,6.25,1700:466:3,0.98
Cystophora,cristata,76.75,6.75,1700:466:4,0.94
Cystophora,cristata,76.25,7.25,1700:467:1,0.84
Cystophora,cristata,76.25,7.75,1700:467:2,0.95
Cystophora,cristata,76.75,7.25,1700:467:3,0.85
Cystophora,cristata,76.75,7.75,1700:467:4,0.92
Cystophora,cristata,76.25,8.25,1700:468:1,0.97
Cystophora,cristata,76.25,8.75,1700:468:2,0.98
Cystophora,cristata,76.75,8.25,1700:468:3,0.98
Cystophora,cristata,76.75,8.75,1700:468:4,0.97
Cystophora,cristata,76.25,9.25,1700:469:1,0.96
Cystophora,cristata,76.25,9.75,1700:469:2,0.97
Cystophora,cristata,76.75,9.25,1700:469:3,0.96
Cystophora,cristata,76.75,9.75,1700:469:4,0.96
Cystophora,cristata,77.25,5.25,1700:475:1,0.9
Cystophora,cristata,77.25,5.75,1700:475:2,0.92
Cystophora,cristata,77.75,5.25,1700:475:3,0.93
Cystophora,cristata,77.75,5.75,1700:475:4,0.92
Cystophora,cristata,77.25,6.25,1700:476:1,0.98
Cystophora,cristata,77.25,6.75,1700:476:2,0.94
Cystophora,cristata,77.75,6.25,1700:476:3,0.98
Cystophora,cristata,77.75,6.75,1700:476:4,1
Cystophora,cristata,77.25,7.25,1700:477:1,0.82
Cystophora,cristata,77.25,7.75,1700:477:2,0.86
Cystophora,cristata,77.75,7.25,1700:477:3,0.87
Cystophora,cristata,77.75,7.75,1700:477:4,0.82
Cystophora,cristata,77.25,8.25,1700:478:1,0.98
Cystophora,cristata,77.25,8.75,1700:478:2,0.99
Cystophora,cristata,77.75,8.25,1700:478:3,0.95
Cystophora,cristata,77.75,8.75,1700:478:4,1
Cystophora,cristata,77.25,9.25,1700:479:1,0.98
Cystophora,cristata,77.25,9.75,1700:479:2,1
Cystophora,cristata,77.75,9.25,1700:479:3,1
Cystophora,cristata,77.75,9.75,1700:479:4,1
Cystophora,cristata,78.25,5.25,1700:485:1,0.96
Cystophora,cristata,78.25,5.75,1700:485:2,1
Cystophora,cristata,78.75,5.25,1700:485:3,0.94
Cystophora,cristata,78.75,5.75,1700:485:4,0.96
Cystophora,cristata,78.25,6.25,1700:486:1,1
Cystophora,cristata,78.25,6.75,1700:486:2,0.91
Cystophora,cristata,78.75,6.25,1700:486:3,0.98
Cystophora,cristata,78.75,6.75,1700:486:4,1
Cystophora,cristata,78.25,7.25,1700:487:1,0.81
Cystophora,cristata,78.25,7.75,1700:487:2,0.87
Cystophora,cristata,78.75,7.25,1700:487:3,1
Cystophora,cristata,78.75,7.75,1700:487:4,1
Cystophora,cristata,78.25,8.25,1700:488:1,0.99
Cystophora,cristata,78.25,8.75,1700:488:2,1
Cystophora,cristata,78.75,8.25,1700:488:3,0.96
Cystophora,cristata,79.25,5.25,1700:495:1,1
Cystophora,cristata,79.25,5.75,1700:495:2,1
Cystophora,cristata,79.75,5.25,1700:495:3,0.88
Cystophora,cristata,79.75,5.75,1700:495:4,0.9
Cystophora,cristata,79.25,6.25,1700:496:1,1
Cystophora,cristata,79.25,6.75,1700:496:2,1
Cystophora,cristata,79.75,6.25,1700:496:3,0.89
Cystophora,cristata,79.75,6.75,1700:496:4,0.91
Cystophora,cristata,79.25,7.25,1700:497:1,1
Cystophora,cristata,79.25,7.75,1700:497:2,0.95
Cystophora,cristata,79.75,7.25,1700:497:3,0.81
Cystophora,cristata,70.25,10.25,1701:100:1,0.86
Cystophora,cristata,70.25,10.75,1701:100:2,0.86
Cystophora,cristata,70.75,10.25,1701:100:3,0.88
Cystophora,cristata,70.75,10.75,1701:100:4,0.89
Cystophora,cristata,70.25,11.25,1701:101:1,0.87
Cystophora,cristata,70.25,11.75,1701:101:2,0.87
Cystophora,cristata,70.75,11.25,1701:101:3,0.89
Cystophora,cristata,70.75,11.75,1701:101:4,0.9
Cystophora,cristata,70.25,12.25,1701:102:1,0.88
Cystophora,cristata,70.25,12.75,1701:102:2,0.88
Cystophora,cristata,70.75,12.25,1701:102:3,0.91
Cystophora,cristata,70.75,12.75,1701:102:4,0.92
Cystophora,cristata,70.25,13.25,1701:103:1,0.89
Cystophora,cristata,70.25,13.75,1701:103:2,0.9
Cystophora,cristata,70.75,13.25,1701:103:3,0.93
Cystophora,cristata,70.75,13.75,1701:103:4,0.94
Cystophora,cristata,70.25,14.25,1701:104:1,0.92
Cystophora,cristata,70.25,14.75,1701:104:2,0.93
Cystophora,cristata,70.75,14.25,1701:104:3,0.95
Cystophora,cristata,70.75,14.75,1701:104:4,0.96
Cystophora,cristata,71.25,10.25,1701:110:1,0.91
Cystophora,cristata,71.25,10.75,1701:110:2,0.92
Cystophora,cristata,71.75,10.25,1701:110:3,0.94
Cystophora,cristata,71.75,10.75,1701:110:4,0.95
Cystophora,cristata,71.25,11.25,1701:111:1,0.93
Cystophora,cristata,71.25,11.75,1701:111:2,0.94
Cystophora,cristata,71.75,11.25,1701:111:3,0.96
Cystophora,cristata,71.75,11.75,1701:111:4,0.97
Cystophora,cristata,71.25,12.25,1701:112:1,0.95
Cystophora,cristata,71.25,12.75,1701:112:2,0.96
Cystophora,cristata,71.75,12.25,1701:112:3,0.99
Cystophora,cristata,71.75,12.75,1701:112:4,1
Cystophora,cristata,71.25,13.25,1701:113:1,0.98
Cystophora,cristata,71.25,13.75,1701:113:2,1
Cystophora,cristata,71.75,13.25,1701:113:3,1
Cystophora,cristata,71.75,13.75,1701:113:4,1
Cystophora,cristata,71.25,14.25,1701:114:1,1
Cystophora,cristata,71.25,14.75,1701:114:2,1
Cystophora,cristata,71.75,14.25,1701:114:3,1
Cystophora,cristata,71.75,14.75,1701:114:4,1
Cystophora,cristata,72.25,10.25,1701:120:1,0.96
Cystophora,cristata,72.25,10.75,1701:120:2,0.98
Cystophora,cristata,72.75,10.25,1701:120:3,0.98
Cystophora,cristata,72.75,10.75,1701:120:4,0.99
Cystophora,cristata,72.25,11.25,1701:121:1,0.99
Cystophora,cristata,72.25,11.75,1701:121:2,1
Cystophora,cristata,72.75,11.25,1701:121:3,1
Cystophora,cristata,72.75,11.75,1701:121:4,1
Cystophora,cristata,72.25,12.25,1701:122:1,1
Cystophora,cristata,72.25,12.75,1701:122:2,1
Cystophora,cristata,72.75,12.25,1701:122:3,1
Cystophora,cristata,72.75,12.75,1701:122:4,1
Cystophora,cristata,72.25,13.25,1701:123:1,1
Cystophora,cristata,72.25,13.75,1701:123:2,1
Cystophora,cristata,72.75,13.25,1701:123:3,1
Cystophora,cristata,72.75,13.75,1701:123:4,1
Cystophora,cristata,72.25,14.25,1701:124:1,1
Cystophora,cristata,72.25,14.75,1701:124:2,1
Cystophora,cristata,72.75,14.25,1701:124:3,0.98
Cystophora,cristata,73.25,10.25,1701:130:1,0.97
Cystophora,cristata,73.25,10.75,1701:130:2,0.99
Cystophora,cristata,73.75,10.25,1701:130:3,0.95
Cystophora,cristata,73.75,10.75,1701:130:4,0.97
Cystophora,cristata,73.25,11.25,1701:131:1,1
Cystophora,cristata,73.25,11.75,1701:131:2,1
Cystophora,cristata,73.75,11.25,1701:131:3,0.98
Cystophora,cristata,73.75,11.75,1701:131:4,1
Cystophora,cristata,73.25,12.25,1701:132:1,1
Cystophora,cristata,73.25,12.75,1701:132:2,1
Cystophora,cristata,73.75,12.25,1701:132:3,1
Cystophora,cristata,73.75,12.75,1701:132:4,1
Cystophora,cristata,73.25,13.25,1701:133:1,1
Cystophora,cristata,73.25,13.75,1701:133:2,1
Cystophora,cristata,73.75,13.25,1701:133:3,1
Cystophora,cristata,73.75,13.75,1701:133:4,1
Cystophora,cristata,73.25,14.25,1701:134:1,0.95
Cystophora,cristata,73.75,14.25,1701:134:3,1
Cystophora,cristata,73.75,14.75,1701:134:4,1
Cystophora,cristata,74.25,10.25,1701:140:1,0.94
Cystophora,cristata,74.25,10.75,1701:140:2,0.94
Cystophora,cristata,74.75,10.25,1701:140:3,0.92
Cystophora,cristata,74.75,10.75,1701:140:4,0.92
